provider_ruc,provider_name,provider_lat,provider_lng,provider_heading,sum_coactive_debt
20478223863,OQ PHARMA S.A.C.,-14.0446578,-75.7434657,MEDICAMENTOS,0.0
20119546851,CORPORACION ADC SOCIEDAD ANONIMA CERRADA,-18.007246,-70.2447903,ALIMENTOS,0.0
20563641887,ADVANCE SCIENTIF MEDIC S.A.C. - ASCMEDIC S.A.C.,-7.1579016,-78.5225608,PROD. ASEO Y LIMPIEZA,0.0
20602179886,JOSHU MASTER SOCIEDAD ANÓNIMA CERRADA - JOSHU MASTER S.A.C.,-13.5177518,-71.9776536,OTROS SERVICIOS,315.0
20605698175,DROGUERIA CADIMED E.I.R.L.,-3.7472993,-73.2610735,PROD. ASEO Y LIMPIEZA,0.0
20602063667,KIND DEIVIS E.I.R.L.,-12.06423720909091,-77.14482684545455,ALIMENTOS,0.0
20521606003,NEGOCIOS ADVANCE S.R.L.,-16.4011399,-71.497688,MATERIAL Y EQUIPO MEDICO,277.0
20425018168,RELIMED IMPORTACIONES EIRL,-12.0322628,-77.0683602,MATERIAL Y EQUIPO MEDICO,0.0
20532536953,INVERSIONES ACCOMING S.A.C. - I-ACCOMING S.A.C.,-12.0594203,-77.1257478,ALIMENTOS,753.0
20370508659,GRIFO J.H.P. E.I.R.LTDA.,-15.4795672,-70.1547114,OTROS BIENES,0.0
20115335236,DIST COMERCIAL LEO E.I.R.L.,-16.3971336,-71.5298243,MATERIAL Y EQUIPO MEDICO,0.0
20603041977,G & J ALIMENTA EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA - G & J ALIMENTA E.I.R.L.,-12.0580119,-77.1386325,ALIMENTOS,0.0
20603044020,GRUPO OXY & GAS SOCIEDAD ANONIMA CERRADA,-12.9295634,-74.2520783,OTROS BIENES,0.0
20603031785,TRADING INTERNATIONAL ITO SOCIEDAD ANONIMA CERRADA - TRADING INTERNATIONAL ITO S.A.C.,-12.045827181818183,-77.03814527676768,PROD. ASEO Y LIMPIEZA,0.0
20503300525,VITALIS PERU SAC,-11.8638101,-77.1138783,MEDICAMENTOS,0.0
20123751664,PROVERSAL SRL,-7.1563769,-78.5094129,MEDICAMENTOS,0.0
20377339461,B.BRAUN MEDICAL PERU S.A.,-12.2252545,-76.9225485,MEDICAMENTOS,0.0
20600984528,SURK AY PERU S.A.C.,-12.09782045,-76.97239040309839,PROD. ASEO Y LIMPIEZA,9523.0
20499935286,DEUTSCHE PHARMA S.A.C.,-11.9608465,-77.0576936,PROD. ASEO Y LIMPIEZA,0.0
20605774335,NEGOCIOS E INVERSIONES GENERALES JOSMABEL E.I.R.L.,-16.3436884,-71.5401597,ALIMENTOS,0.0
20502221796,TECNOLOGIAS ECOLOGICAS PRISMA SAC,-16.3956187,-71.5703669,LIMPIEZA Y FUMIGACIÓN,0.0
20555424222,INVERSIONES ALKAFRAN S.A.C.,-9.0777399,-77.0922007,ADQUISICIÓN Y ALQUILER DE VEHÍCULOS,0.0
20600745205,GRUPO DE NEGOCIOS SAN JACINTO E.I.R.L.,-13.0631567,-76.3533721,ALIMENTOS,0.0
20600274121,INVERSIONES RAMACC E.I.R.L.,-9.34818315,-77.59829150858305,ALIMENTOS,0.0
20601664616,FAVI MULTISERVIS E.I.R.L.,-15.4744107,-70.1142328,OTROS BIENES,0.0
20352486176,RED QUEEN S.R.L.,-12.9366947,-73.5293394,MATERIAL Y EQUIPO MEDICO,0.0
20341848955,GATE GOURMET PERU S.R.L.,-12.0015187,-77.1164174,ALOJAMIENTO TEMPORAL Y ALIMENTACIÓN,0.0
20423555182,CIA IMPORTADORA AMERICANA S.A.,-16.4184001,-71.5064084,MATERIAL Y EQUIPO MEDICO,0.0
20538597121,DRAEGER  PERU   S.A.C.,-12.10088,-76.9930855,MATERIAL Y EQUIPO MEDICO,0.0
20603097611,GRUPS SAN PEDRO S.A.C.,-8.1405238,-79.0526282,ALIMENTOS,206.0
20456477811,WU LAU'S S.A.C.,-12.1007083,-77.00235980289654,ALOJAMIENTO TEMPORAL Y ALIMENTACIÓN,0.0
20600400780,HOTEL LEXUS SOCIEDAD ANONIMA CERRADA - HOTEL LEXUS S.A.C.,-12.1140826,-77.03365,ALOJAMIENTO TEMPORAL Y ALIMENTACIÓN,0.0
20521804492,L Y Z INVESTMENT S.A.C,-16.4241076,-71.5115201,ALOJAMIENTO TEMPORAL Y ALIMENTACIÓN,0.0
20518738314,HOTELES ESTELAR DEL PERU S.A.C.,-12.1243688,-77.0291837,ALOJAMIENTO TEMPORAL Y ALIMENTACIÓN,0.0
20515675524,ADRIS PROYECTOS SOCIEDAD ANONIMA CERRADA - ADRIS PROYECTOS S.A.C.,-12.7268626,-76.4594365,ALOJAMIENTO TEMPORAL Y ALIMENTACIÓN,0.0
20600263201,OPERADORES TURISTICOS PERUANOS SOCIEDAD ANONIMA CERRADA,-12.0904548,-77.0190702,ALOJAMIENTO TEMPORAL Y ALIMENTACIÓN,0.0
20303274970,EMF S.A.,-12.12460455,-77.02668760817158,ALOJAMIENTO TEMPORAL Y ALIMENTACIÓN,0.0
20600805836,PRESTIGE SERVICE SOCIEDAD ANÓNIMA - PRESTIGE SERVICE S.A.,-6.4831608,-76.3796822,LIMPIEZA Y FUMIGACIÓN,3180.0
20602404341,SERVICIOS GENERALES DAFIKA E.I.R.L.,-12.037418,-77.0702759,ALOJAMIENTO TEMPORAL Y ALIMENTACIÓN,60.0
20493869311,CENTRO MEDICO FONSECA BRICEÑO S.A.C.,-16.405584767676768,-71.53335012424242,OTROS SERVICIOS,0.0
20600395794,MONTANVEL S.A.C.,-12.1136879,-77.0279909,OTROS SERVICIOS,0.0
20600544901,BIOANALITICA DEL PERU E.I.R.L.,-12.0452634,-75.2282126,PROD. ASEO Y LIMPIEZA,0.0
20509983471,CHAYPE SOCIEDAD ANONIMA CERRADA,-7.1625595,-78.5195494,ALIMENTOS,0.0
20539897056,MEDILAB CAO S.A.C.,-12.0001614,-76.9957065,MATERIAL Y EQUIPO MEDICO,0.0
20604089612,GRUPO ROBLAS S.A.C.,-7.2464556,-79.4754598,ALOJAMIENTO TEMPORAL Y ALIMENTACIÓN,12985.0
20399663521,IMPORTACIONES DEL SUR E.I.R.L.,-15.4781638,-70.1449027,ADQUISICIÓN Y ALQUILER DE VEHÍCULOS,0.0
20600205049,INVERSIONES OBREGON JD E.I.R.L.,-6.7678939,-79.8253699,ALIMENTOS,279.0
20549453024,LIFE SERVICES S.A.C.,-12.0970646,-77.0457392,OTROS BIENES,0.0
20601566771,"MEDIO AMBIENTE, AGUA & SIG E.I.R.L.",-12.1645758,-76.9880651,LIMPIEZA Y FUMIGACIÓN,0.0
20524879191,J & J TRANSPORTES Y SOLUCIONES INTEGRALES S.A.C,-11.9422083,-77.0555892,OTROS SERVICIOS,68628.0
20601465141,PROVEEDORES GENERALES DE ABASTECIMIENTO E.I.R.L.,-4.5968216,-81.2608164,PROD. ASEO Y LIMPIEZA,0.0
20548033463,SOCIEDAD DE COMERCIANTES DEL PERU S.A.C.,-12.0937359,-77.0756085,ALIMENTOS,0.0
20604212694,OMMO SERVICIOS GENERALES SOCIEDAD ANONIMA CERRADA - OMMO SERVICIOS GENERALES S.A.C.,-12.0458969,-77.1126675,ALIMENTOS,0.0
20529476265,CORPORACION LOLITTO SRL,-6.5600324,-78.651351,ALIMENTOS,539.0
20569104506,INVERSIONES OSTOLAZA S.A.C.,-9.1297263,-78.5254859,OTROS BIENES,710.0
20549693254,CONSORCIO GRAN ALTURA S.A.C.,-14.0388176,-75.7365865,ALIMENTOS,0.0
20532850232,GRUPO LALIPER S.A.C.,-17.9973888,-70.2374888,OTROS SERVICIOS,0.0
20544201612,HOTEL RUNCU SOCIEDAD ANONIMA CERRADA,-12.1194624,-77.0421467,ALOJAMIENTO TEMPORAL Y ALIMENTACIÓN,0.0
20544043103,INVERSIONES SUYAY S.A.C,-11.989276,-77.1169655,ALOJAMIENTO TEMPORAL Y ALIMENTACIÓN,0.0
20546439268,TECNOLOGIA MEDICA CORPORATION E.I.R.L,-7.7861211,-77.5934126,MATERIAL Y EQUIPO MEDICO,0.0
20445558592,CONSTRUCTORA QUIMERA S.A.C.,-12.0030148,-77.1145921,"OBRAS, CONSTRUCCIONES Y CONSULTORIAS",0.0
20467534026,AMERICA MOVIL PERU S.A.C.,-12.08654725,-77.0138854222954,OTROS SERVICIOS,0.0
20502739540,PRODUCTOS YULI DEL PERU S.A.C.,-12.0740572,-77.0326484,PROD. ASEO Y LIMPIEZA,0.0
20600596463,INSERCOR S.A.C.,-12.2475058,-76.9320156,"OBRAS, CONSTRUCCIONES Y CONSULTORIAS",0.0
20440180044,J P S DISTRIBUCIONES E.I.R.L,-8.1143499,-79.0464054,MEDICAMENTOS,0.0
20603029446,JA & DE JADE DISEÑO Y SERVICIOS GENERALES S.A.C.,-11.8349974,-77.1290283,MATERIAL Y EQUIPO MEDICO,0.0
20600838157,E & G BOOMERANG S.A.C.,-12.12864,-76.989896,OTROS SERVICIOS,0.0
20312074100,EMP DE TRANSP Y SERV NINO DE BELEN SRL,-12.041979,-77.124432,ADQUISICIÓN Y ALQUILER DE VEHÍCULOS,0.0
20600692993,TECNOLOGIA MATERIALES Y CONSTRUCCIÓN PERÚ S.A.C.,-8.1198876,-79.0212878,OTROS BIENES,369.0
20131341386,DISTRIBUIDORA LAYNE S.A.C.,-11.8265738,-77.1507664,MATERIAL Y EQUIPO MEDICO,0.0
20604748578,SELVA ROZAS E.I.R.L.,-12.5956841,-69.1756463,ADQUISICIÓN Y ALQUILER DE VEHÍCULOS,0.0
20601304521,INSTRUMENTAL INSUMOS Y EQUIPOS MEDICOS PERU SAC - INMED PERU SAC,-12.0372529,-77.0630955,MATERIAL Y EQUIPO MEDICO,0.0
20600041577,PRAXAIR INVERSIONES S.R.L.,-12.1281297,-77.0066192,MATERIAL Y EQUIPO MEDICO,0.0
20489676801,PRAGA OXIGENOS EIRL,-5.1805047,-80.6302957,MATERIAL Y EQUIPO MEDICO,0.0
20556510190,INSUMET S.A.C.,-11.9961036,-77.0768587,MATERIAL Y EQUIPO MEDICO,3322.0
20601019877,INVERSIONES MULTISERVICIOS J & K PEREZ SOCIEDAD ANONIMA CERRADA,-16.2460164,-69.093761,ALIMENTOS,5260.0
20515412353,MEDIC LINE LAB S.R.L.,-12.0256995,-77.1079113,MATERIAL Y EQUIPO MEDICO,0.0
20547961456,JOSSON MEDICAL EIRL,-12.0653615,-77.0422565,MATERIAL Y EQUIPO MEDICO,0.0
20600044461,GLOBAL MEDICAL S.A.C.,-18.0142951,-70.2426513,MATERIAL Y EQUIPO MEDICO,1319.0
20549255656,FABRI MEDICAL S.A.C.,-12.0307427,-77.0712493,MATERIAL Y EQUIPO MEDICO,0.0
20605391967,GRUPO SASI S.A.C.,-8.3778167,-74.5371624,ALIMENTOS,0.0
20600540271,SAJEAD INVERSIONES Y SERVICIOS GENERALES SOCIEDAD ANONIMA CERRADA,-13.1404537,-74.2275716,"OBRAS, CONSTRUCCIONES Y CONSULTORIAS",3160.0
20602733948,DROGUERIA VANIA MEDIC E.I.R.L.,-12.0572309,-77.1256592,MATERIAL Y EQUIPO MEDICO,0.0
20601815533,GCOM S.A.C.,-17.9954505,-70.2580106,OTROS SERVICIOS,321.0
20552504641,OPTICAL TECHNOLOGIES SAC,-12.0952577,-77.0131775,OTROS SERVICIOS,0.0
20119207640,ESTACION DE ENERGIAS EL CENTENARIO SOCIEDAD ANONIMA CERRADA - ENERGIAS EL CENTENARIO S.A.C.,-14.0446578,-75.7434657,OTROS BIENES,0.0
20605114858,MERCANTIL DEL PUEBLO Y SERVICIOS GENERALES NUEVA ESPERANZA S.A. - MEPUSEGENE S.A.,-14.0517574,-75.7468849,ALIMENTOS,1085.0
20493832825,ASOCIACION DE PRODUCTORES AGROPECUARIOS EL OVALO,-7.1648022,-78.4991991,ALIMENTOS,0.0
20601970768,COMERCIALIZADORA CAMPOMAR S.R.L.,-5.9909525,-76.4687872,ALIMENTOS,443.0
20602569609,INNOVA COMPANY SELVA S.A.C.,-18.0677223,-70.2913505,ALIMENTOS,0.0
20600908201,MEDILAB HEALTHCARE E.I.RL.,-8.1102602,-79.0345495,MATERIAL Y EQUIPO MEDICO,0.0
20487559254,INVERSIONES TECOR SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA,-16.403724,-71.5493341,ALIMENTOS,0.0
20512913017,DUKE LOGISTIC S.A.C.,-11.8510245,-77.1244184,ALIMENTOS,0.0
20511751404,INDUSTRIAS GABUTEAU SOCIEDAD ANONIMA,-12.052365735353536,-77.03470905555555,PROD. ASEO Y LIMPIEZA,0.0
20347475981,MILITARY & OUTDOOR PRODUCTS SOCIEDAD ANOMIMA CERRADA,-12.0662412,-76.9760701,MATERIAL Y EQUIPO MEDICO,0.0
20137976171,WELLCO PERUANA S.A.,-12.047492959531771,-77.01160174749164,OTROS BIENES,0.0
20520991027,INVERSIONES SAN BENITO DE PALERMO E.I.R.L.,-12.0440246,-77.113212,OTROS BIENES,25421.0
20526921993,DISTRIBUIDORA Y COMERCIALIZADORA DIVANA EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,-12.043177665656566,-77.04481994949495,ALIMENTOS,107.0
20600371399,GRUPO MUGASUR SOCIEDAD ANONIMA CERRADA - GRUPO MUGASUR S.A.C.,-17.9964703,-70.2585132,OTROS BIENES,0.0
20535856479,GIALEY REPRESENTACIONES Y SERVICIOS E.I.R.L.,-11.838167,-77.167473,MATERIAL Y EQUIPO MEDICO,0.0
20600396863,WORLD DIAGNOSTIC S.A.C.,-12.0370665,-77.0722533,PROD. ASEO Y LIMPIEZA,77.0
20524966752,ATLANTICA DE COMERCIO S.A.C.,-12.0452482,-77.0456287,MATERIAL Y EQUIPO MEDICO,6.0
20144442629,HOGAR CLINICA SAN JUAN DE DIOS,-12.06552355,-76.98966108626959,OTROS SERVICIOS,0.0
20600470664,FMEDIC E.I.R.L.,-12.0211592,-77.0273496,PROD. ASEO Y LIMPIEZA,0.0
20601393451,MARAZA LAB COMPANY  E.I.R.L..,-13.5362932,-71.9566137,MATERIAL Y EQUIPO MEDICO,0.0
20603097654,CORPORACION ATIPAQ PERU MQT S.A.C.,-12.0714638,-77.0375464,ALIMENTOS,0.0
20263368992,CYMED MEDICAL SAC,-12.0908619,-77.0477902,MATERIAL Y EQUIPO MEDICO,219.0
20453933301,REPRESENTACIONES VEAL EIRL.,-14.7958331,-71.4056904,ALIMENTOS,0.0
20601817111,OXIMEDIC IMPORT S.A.C.,-12.0810031,-77.0950318,MATERIAL Y EQUIPO MEDICO,0.0
20551385168,CENTRO DE DIALISIS VIRGEN DEL LOURDES S.A.C.,-13.1667134,-74.2355259,OTROS SERVICIOS,0.0
20100096936,ABBOTT LABORATORIOS SA,-12.099861,-77.0189249,MEDICAMENTOS,0.0
20600091418,INVERSIONES GIANMARCO E.I.R.L.,-12.0598356,-77.0378648,ALIMENTOS,0.0
20505126069,X RAY SALES AND SERVICE S.A.C.,-12.0635842,-77.1008005,MATERIAL Y EQUIPO MEDICO,0.0
20604109842,MALCA CORPORATION S.A.C. - MALCA CORP S.A.C.,-11.9404631,-76.9734965,OTROS SERVICIOS,0.0
20604110662,ANDEAN SAFETY E.I.R.L.,-11.9941773,-77.1180512,MATERIAL Y EQUIPO MEDICO,18517.0
20600675550,LIPROMED S.A.C,-12.2180269,-76.9767421,MATERIAL Y EQUIPO MEDICO,0.0
20536941364,TEVIMED S.A.C.,-12.0747594,-77.1119763,OTROS BIENES,0.0
20492574652,IMPORTACIONES L & A MEDIC S.A.C.,-12.0578902,-77.0392477,MATERIAL Y EQUIPO MEDICO,0.0
20556665126,CORPORACION P & P GLOBAL S.A.C.,-16.2460164,-69.093761,ALIMENTOS,0.0
20600042123,DISTRIBUCIONES MERCONOR S.A.C.,-12.0218709,-77.0614619,ALIMENTOS,0.0
20603187068,MIMARQUI E.I.R.L.,-11.8253603,-77.1333549,MATERIAL Y EQUIPO MEDICO,0.0
20393999544,DELMAN E.I.R.L.,-13.6315582,-73.2629373,MATERIAL Y EQUIPO MEDICO,0.0
20475625545,FUNERARIA SAN MARTIN S.R.L.,-8.107335,-79.0036261,LIMPIEZA Y FUMIGACIÓN,0.0
20254356051,OLC INGENIEROS E I R L,-11.8387636,-77.1227588,OTROS BIENES,0.0
20604227390,SERVICIOS GENERALES JR & CO E.I.R.L.,-12.0962719,-77.047005,MATERIAL Y EQUIPO MEDICO,0.0
20393638878,FRAEMY S.A.C.,-8.3882994,-74.5313596,MATERIAL Y EQUIPO MEDICO,0.0
20605836071,"SERVICIOS, PROYECTOS, AUTOMATIZACION Y CONTROL S.A.C.",-12.1346023,-76.9914712,MATERIAL Y EQUIPO MEDICO,0.0
20553715394,IMPORTADORA LATINA MEDICA S.R.L.,-12.0250441,-77.1098297,OTROS BIENES,0.0
20559941451,SERVICIOS GENERALES ABIGAIL BARRIOS S.A.C.,-17.1931533,-70.9296468,ALIMENTOS,0.0
20491658542,DISTRIBUCIONES CASTHER Y ASOCIADOS S.A.C.,-15.6449703,-71.6040416,ALIMENTOS,0.0
20605965831,CORPORACION CERRO VERDE S.A.C.,-11.9596707,-77.1263776,MATERIAL Y EQUIPO MEDICO,2193.0
20517003337,PRIMEDIC COMPANY S.A.,-12.0083526,-77.0691874,MATERIAL Y EQUIPO MEDICO,0.0
20489371791,INVERSIONES PACCHIONI E INGENIEROS CONTRATISTAS S.R.L.,-16.3992706,-71.5289284,"OBRAS, CONSTRUCCIONES Y CONSULTORIAS",8971.0
20128905759,OXIGENO LORETO S.R.L.,-8.3701093,-74.5599688,MATERIAL Y EQUIPO MEDICO,0.0
20602558071,OSM UCAYALI EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,-8.3853929,-74.5453466,MATERIAL Y EQUIPO MEDICO,0.0
20452354757,MAXFER SAC,-15.3713948,-75.1556652,MATERIAL Y EQUIPO MEDICO,0.0
20537758377,ICU MEDICAL PERU S.R.L.,-12.0408843,-77.0676611,PROD. ASEO Y LIMPIEZA,0.0
20536851373,ARALMEX GROUP S.A.C.,-11.8281429,-77.1336586,MATERIAL Y EQUIPO MEDICO,0.0
20600969120,ILLARING SAMI E.I.R.L.,-6.2297337,-77.8625456,MATERIAL Y EQUIPO MEDICO,0.0
20502790731,BARRON VIEYRA INTERNATIONAL PERU S.A.C.,-12.1842251,-77.0047025,MATERIAL Y EQUIPO MEDICO,0.0
20502551311,ENDEL MEDIC S.A.C.,-11.8638101,-77.1138783,MATERIAL Y EQUIPO MEDICO,0.0
20602243894,OLIMED MEDICAL IMPORT S.A.C.,-13.5111564,-72.0089255,PROD. ASEO Y LIMPIEZA,0.0
20559092020,SOTEIH SERVICIOS GENERALES S.A.C.,-11.9415309,-77.1103958,ADQUISICIÓN Y ALQUILER DE VEHÍCULOS,0.0
20600514670,MCG EDIFICACIONES E.I.R.L.,-10.7312992,-73.7548586,"OBRAS, CONSTRUCCIONES Y CONSULTORIAS",0.0
20544448006,DROGUERIA JRS MEDDEV SOCIEDAD ANONIMA CERRADA-JRS MEDDEV S.A.C.,-16.3843342,-71.569279,MATERIAL Y EQUIPO MEDICO,0.0
20408023638,CONSTRUCTORA Y SERVICIOS MULTIPLES PEREZ S.A.C.,-8.3897533,-74.5711373,ALIMENTOS,0.0
20603540205,GRUPO RUMEDIC S.A.C.,-11.9747554,-77.0004607,OTROS BIENES,0.0
20528037055,AGROINDUSTRIAS VITAGEN EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,-11.9747133,-77.0041751,ALIMENTOS,28.0
20557728270,LONG GRAY COMPANY SOCIEDAD ANONIMA CERRADA,-8.3904021,-74.5386532,ALIMENTOS,330.0
20492876071,FULL COLOR CREATIVE Y MARKETING S.A.C.,-12.05103174040404,-77.03818291313131,OTROS SERVICIOS,0.0
20256983479,TEGUISE TURISTICA PERU S.A,-12.051883199999999,-77.03835495736033,ALOJAMIENTO TEMPORAL Y ALIMENTACIÓN,0.0
20602035345,AMERICAN MADEX CONSTRUCTORES Y CONSULTORES S.A.C.,-11.9893038,-77.0139,ADQUISICIÓN Y ALQUILER DE VEHÍCULOS,1567.0
20547243065,DISPOSITIVOS MEDICOS E.I.R.L.,-11.8208853,-77.1499915,MATERIAL Y EQUIPO MEDICO,0.0
20600225805,CORPORACION ALIMENTARIA MAAZ S.A.C. - CORALIMA S.A.C.,-13.1590661,-74.2313425,ALOJAMIENTO TEMPORAL Y ALIMENTACIÓN,0.0
20604055742,FABRICACION HORNOS INCINERADORES INDUSTRIALES S.A. - FAHIN S.A.,-11.9884398,-77.0641284,OTROS SERVICIOS,0.0
20304581337,INVER HOTEL SAC,-12.10528145,-77.03992644398045,ALOJAMIENTO TEMPORAL Y ALIMENTACIÓN,4598.0
20546934862,INVERSIONES YU'S 2 S.A.C.,-11.923511,-77.0342551,ALOJAMIENTO TEMPORAL Y ALIMENTACIÓN,0.0
20563079585,FIALTUR S.A.C.,-12.0891724,-77.0232464,ALOJAMIENTO TEMPORAL Y ALIMENTACIÓN,0.0
20507104755,FIRMEZA INVERSIONES S.A.C.,-16.385816,-71.5681173,ALOJAMIENTO TEMPORAL Y ALIMENTACIÓN,0.0
20547154127,DREAMS INVERSIONES CORPORATIVAS E.I.R.L.,-12.1652904,-76.972609,ALOJAMIENTO TEMPORAL Y ALIMENTACIÓN,0.0
20447737249,EGA & C S.R.L.,-13.522919,-71.9918787,"OBRAS, CONSTRUCCIONES Y CONSULTORIAS",323.0
20600162501,EL FOGONCITO CAJAMARQUINO S.A.C.,-6.2157511,-77.8738457,ALOJAMIENTO TEMPORAL Y ALIMENTACIÓN,0.0
20555901179,MOVIL BUS S.A.C,-12.0408843,-77.0676611,OTROS SERVICIOS,0.0
20511265216,EMPRESA DE TRANSPORTES GRUPO HORNA SOCIEDAD ANONIMA CERRADA,-12.073272469696969,-77.02940445353535,OTROS SERVICIOS,0.0
20600353552,NEGOCIOS Y SERVICIOS SAN FERNANDO NIEVA E.I.R.L.,-16.397248833333332,-71.53821703333334,ALIMENTOS,0.0
20504684025,REPRESENTACIONES UNIMPORT SRL,-12.12837,-77.0229211,MATERIAL Y EQUIPO MEDICO,0.0
20533226621,SIRSAF EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA  - SIRSAF E.I.R.L.,-12.0452482,-77.0456287,OTROS BIENES,0.0
20516367670,OXYMAN COMERCIAL SAC,-12.0450878,-77.0612241,MATERIAL Y EQUIPO MEDICO,0.0
20503650186,SPECTRUM INGENIEROS SOCIEDAD ANONIMA CERRADA,-11.9453693,-77.0581673,MATERIAL Y EQUIPO MEDICO,0.0
20514267112,BERAMED E.I.R.L.,-12.0557561,-77.1023288,MATERIAL Y EQUIPO MEDICO,9712.0
20545309191,CORPORACION PERUANA JADIRSA S.A.C.,-11.9990486,-77.0162268,ADQUISICIÓN Y ALQUILER DE VEHÍCULOS,2890.0
20102032951,A JAIME ROJAS REPRESENTACIONES GRLES S A,-12.0488445,-77.0738712,MATERIAL Y EQUIPO MEDICO,0.0
20517698131,BERTONATI TECHNOLOGIES S.A.,-11.9348999,-77.0438136,ADQUISICIÓN Y ALQUILER DE VEHÍCULOS,0.0
20534678062,WORLD TEXTILE S.A.C.,-12.1259485,-77.03230725644607,OTROS BIENES,0.0
20600359551,AGROINDUSTRIA GRANOVERDE S.A.C.,-11.981073,-77.1089577,ALIMENTOS,0.0
20487854418,AVGC REPRESENTACIONES SOCIEDAD COMERCIAL DE RESPONSBALIDAD LIMITADA,-18.0343012,-70.2739264,ALIMENTOS,0.0
20604540781,INVERSIONES AMAZON MAC E.I.R.L.,-6.2217199,-77.8722109,ALIMENTOS,187.0
20549196978,COMAPORD S.A.C.,-12.06247555,-77.12861975,MATERIAL Y EQUIPO MEDICO,0.0
20293847038,TEXTILES CAMONES S.A.,-11.8677466,-77.0696416,OTROS BIENES,0.0
20542506068,LIVIA CONST S.R.L.,-6.7726845,-79.8654574,LIMPIEZA Y FUMIGACIÓN,6270.0
20475715960,INDUSTRIAS SUPER SPORT S.R.L.,-6.7703336,-79.8748179,MATERIAL Y EQUIPO MEDICO,0.0
20503842689,CORPORACION INDUSTRIAL INDEPENDENCIA SOCIEDAD ANONIMA CERRADA,-12.0662412,-76.9760701,OTROS BIENES,0.0
20100910129,CARTIR PERU S R L,-12.1265985,-77.0310299,ALOJAMIENTO TEMPORAL Y ALIMENTACIÓN,0.0
20275873480,SERVICENTRO RAMIREZ S.A.C.,-12.054258355102041,-77.03040386122449,OTROS BIENES,0.0
20603828080,SIURON ENGINEERING PERU S.A.C.,-12.113871,-77.0477639,MATERIAL Y EQUIPO MEDICO,0.0
20543441474,TERRANDES S.A.C.,-11.9655974,-77.0141817,MATERIAL Y EQUIPO MEDICO,0.0
20134502003,ESTACION DE SERV. ESPINOZA ORE HNOS SRL,-13.6517915,-73.9534493,OTROS BIENES,0.0
20100154308,SAN FERNANDO S.A.,-12.0594411,-77.1323157,ALIMENTOS,0.0
20603343701,GLOBAL SERVICE MINING F & O SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA,-7.1654937,-78.4950041,MATERIAL Y EQUIPO MEDICO,0.0
20600743202,FACTIO QUALITAS S.A.C.,-12.0215117,-77.0960694,MATERIAL Y EQUIPO MEDICO,0.0
20605098097,KIMDDA S.A.C.,-11.1665842,-75.9972839,OTROS BIENES,0.0
20548414181,AC MEDICAL S.A.C.,-12.083403512121212,-77.06042955959596,MATERIAL Y EQUIPO MEDICO,0.0
20254713423,MARKETING MANAGEMENT INTERNATIONAL S.A.C,-12.0716234,-76.9981798,PROD. ASEO Y LIMPIEZA,0.0
20603420501,AIKO REPRESENTACIONES S.A.C,-7.18274175,-76.7309830402681,MATERIAL Y EQUIPO MEDICO,0.0
20601756103,NEGOCIOS VCM EIRL,-12.1008154,-76.9385466,ALIMENTOS,0.0
20602313477,EASY ADD SOCIEDAD ANONIMA CERRADA,-12.0001614,-76.9957065,MATERIAL Y EQUIPO MEDICO,1383.0
20552188544,INSUMOS MEDICOS F & J S.A.C.,-2.7935002,-70.0870401,MATERIAL Y EQUIPO MEDICO,0.0
20409244344,INVERSIONES EL MURIQUE SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA,-4.5848805,-81.2597859,ALOJAMIENTO TEMPORAL Y ALIMENTACIÓN,0.0
20600339002,COMIWA S.A.C.,-12.063073249999999,-77.0208382,MATERIAL Y EQUIPO MEDICO,0.0
20513298481,J & R PERUVIAN S.A.C.,-11.9634758,-77.0073158,PROD. ASEO Y LIMPIEZA,0.0
20600316789,PRODUCTOS PALMERA S.A.C.,-12.058391638383839,-77.02611550101011,PROD. ASEO Y LIMPIEZA,0.0
20532435847,CORPORACION ISUR S.R.L.,-16.4188617,-69.2174305,PROD. ASEO Y LIMPIEZA,0.0
20600780825,FGP PERUVIAN S.R.L.,-12.0259214,-77.1079108,MATERIAL Y EQUIPO MEDICO,0.0
20600956478,3IT GROUP SAC,-12.1282993,-76.9766471,MATERIAL Y EQUIPO MEDICO,0.0
20418108151,HILANDERIA DE ALGODON PERUANO S.A.,-9.5041142,-77.5228412,OTROS BIENES,0.0
20601406285,CORPORACION TURISTICA ALCAS SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA,-12.05422987230784,-77.02734386226825,ALOJAMIENTO TEMPORAL Y ALIMENTACIÓN,0.0
20539408543,CONSTRUCTORA COSUR E.I.R.L.,-16.3878515,-71.5245654,OTROS SERVICIOS,0.0
20604575452,EMPRESA DE SERVICIOS MULTIPLES FAIK EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,-16.401435850505052,-71.52412725757576,OTROS BIENES,0.0
